Order ID,Date,Customer ID,Gender,Age,Product Category,Payment Method,City,Store Type,Quantity,Price per Unit,Total Amount,Delivery Status,High Value Order
77,09-07-23,CUST077,Female,47,Clothing,Cash,Atlanta,Warehouse Club,2,50,100,Pending,No
439,09-07-23,CUST439,Male,50,Clothing,Mobile Payment,Chicago,Warehouse Club,3,25,75,Pending,No
792,09-07-23,CUST792,Female,20,Beauty,Debit Card,Chicago,Convenience Store,1,50,50,Completed,No
381,09-07-23,CUST381,Female,44,Clothing,Mobile Payment,Los Angeles,Specialty Store,5,25,125,Pending,No
216,11-07-23,CUST216,Male,62,Electronics,Credit Card,Los Angeles,Supermarket,2,50,100,Completed,No
176,11-07-23,CUST176,Female,43,Beauty,Cash,Seattle,Convenience Store,2,50,100,Completed,No
772,12-07-23,CUST772,Male,26,Electronics,Mobile Payment,New York,Warehouse Club,1,30,30,Completed,No
53,13-07-23,CUST053,Male,34,Electronics,Mobile Payment,Boston,Convenience Store,2,50,100,Completed,No
71,14-07-23,CUST071,Female,51,Beauty,Credit Card,Atlanta,Pharmacy,4,25,100,Completed,No
43,14-07-23,CUST043,Female,48,Clothing,Cash,Boston,Specialty Store,1,300,300,Pending,No
302,14-07-23,CUST302,Male,57,Beauty,Credit Card,Chicago,Department Store,2,300,600,Completed,Yes
829,14-07-23,CUST829,Male,61,Beauty,Cash,Chicago,Warehouse Club,3,30,90,Completed,No
722,14-07-23,CUST722,Male,20,Beauty,Mobile Payment,Houston,Convenience Store,3,300,900,Completed,Yes
93,14-07-23,CUST093,Female,35,Beauty,Mobile Payment,Miami,Pharmacy,4,500,2000,Completed,Yes
681,14-07-23,CUST681,Female,43,Electronics,Debit Card,New York,Supermarket,2,30,60,Completed,No
728,14-07-23,CUST728,Male,51,Electronics,Debit Card,New York,Convenience Store,3,50,150,Completed,No
551,14-07-23,CUST551,Male,45,Electronics,Credit Card,Seattle,Supermarket,3,300,900,Completed,Yes
955,14-07-23,CUST955,Male,58,Clothing,Mobile Payment,Seattle,Supermarket,1,25,25,Pending,No
474,15-07-23,CUST474,Female,26,Clothing,Credit Card,Boston,Convenience Store,3,500,1500,Pending,Yes
144,15-07-23,CUST144,Female,59,Beauty,Credit Card,Miami,Department Store,3,500,1500,Completed,Yes
661,16-07-23,CUST661,Female,44,Clothing,Mobile Payment,Houston,Department Store,4,25,100,Pending,No
603,16-07-23,CUST603,Female,40,Clothing,Mobile Payment,Los Angeles,Specialty Store,3,30,90,Pending,No
515,17-07-23,CUST515,Female,49,Clothing,Debit Card,Atlanta,Convenience Store,3,300,900,Pending,Yes
143,17-07-23,CUST143,Female,45,Clothing,Cash,Miami,Specialty Store,1,50,50,Pending,No
698,19-07-23,CUST698,Female,64,Electronics,Credit Card,Dallas,Warehouse Club,1,300,300,Completed,No
686,19-07-23,CUST686,Female,28,Electronics,Credit Card,Houston,Warehouse Club,4,50,200,Completed,No
304,19-07-23,CUST304,Female,37,Electronics,Debit Card,San Francisco,Department Store,2,30,60,Completed,No
676,19-07-23,CUST676,Male,63,Electronics,Debit Card,Seattle,Supermarket,3,500,1500,Completed,Yes
709,21-07-23,CUST709,Female,19,Electronics,Cash,Boston,Warehouse Club,2,500,1000,Completed,Yes
359,22-07-23,CUST359,Male,50,Clothing,Mobile Payment,Atlanta,Specialty Store,1,50,50,Pending,No
114,22-07-23,CUST114,Female,22,Beauty,Credit Card,Miami,Supermarket,7,25,175,Completed,No
773,23-07-23,CUST773,Male,25,Electronics,Credit Card,Chicago,Pharmacy,4,500,2000,Completed,Yes
213,24-07-23,CUST213,Male,27,Beauty,Cash,Boston,Department Store,3,500,1500,Completed,Yes
605,24-07-23,CUST605,Male,37,Electronics,Cash,Boston,Supermarket,2,500,1000,Completed,Yes
487,24-07-23,CUST487,Male,44,Clothing,Mobile Payment,Chicago,Convenience Store,4,500,2000,Pending,Yes
495,24-07-23,CUST495,Male,24,Beauty,Credit Card,Los Angeles,Department Store,2,30,60,Completed,No
127,24-07-23,CUST127,Female,33,Clothing,Debit Card,San Francisco,Department Store,2,25,50,Pending,No
299,25-07-23,CUST299,Male,61,Electronics,Cash,Boston,Supermarket,2,500,1000,Completed,Yes
105,25-07-23,CUST105,Female,22,Electronics,Cash,New York,Department Store,1,500,500,Completed,No
934,25-07-23,CUST934,Male,30,Beauty,Cash,San Francisco,Specialty Store,1,500,500,Completed,No
270,26-07-23,CUST270,Male,43,Electronics,Debit Card,Dallas,Pharmacy,1,300,300,Completed,No
338,26-07-23,CUST338,Male,54,Beauty,Debit Card,Houston,Supermarket,2,50,100,Completed,No
543,26-07-23,CUST543,Male,49,Beauty,Debit Card,Miami,Department Store,2,300,600,Completed,Yes
557,27-07-23,CUST557,Female,20,Beauty,Credit Card,Houston,Pharmacy,3,30,90,Completed,No
864,27-07-23,CUST864,Female,51,Electronics,Debit Card,Houston,Warehouse Club,1,500,500,Completed,No
702,27-07-23,CUST702,Female,60,Clothing,Cash,San Francisco,Department Store,2,300,600,Pending,Yes
457,28-07-23,CUST457,Female,58,Beauty,Credit Card,Atlanta,Convenience Store,3,300,900,Completed,Yes
668,28-07-23,CUST668,Female,62,Electronics,Debit Card,Atlanta,Warehouse Club,3,50,150,Completed,No
295,28-07-23,CUST295,Female,27,Beauty,Mobile Payment,Miami,Convenience Store,3,300,900,Completed,Yes
254,28-07-23,CUST254,Male,41,Electronics,Mobile Payment,Seattle,Specialty Store,1,500,500,Completed,No
850,28-07-23,CUST850,Female,26,Beauty,Cash,Seattle,Warehouse Club,2,500,1000,Completed,Yes
980,29-07-23,CUST980,Female,31,Electronics,Debit Card,Dallas,Pharmacy,3,25,75,Completed,No
541,29-07-23,CUST541,Male,56,Beauty,Debit Card,New York,Department Store,1,500,500,Completed,No
262,30-07-23,CUST262,Female,32,Beauty,Debit Card,Chicago,Warehouse Club,4,30,120,Completed,No
467,30-07-23,CUST467,Female,53,Electronics,Credit Card,Chicago,Convenience Store,3,50,150,Completed,No
463,31-07-23,CUST463,Female,54,Beauty,Debit Card,Dallas,Supermarket,3,500,1500,Completed,Yes
667,01-08-23,CUST667,Female,29,Electronics,Debit Card,Atlanta,Pharmacy,1,500,500,Completed,No
598,01-08-23,CUST598,Male,37,Beauty,Cash,Dallas,Department Store,4,30,120,Completed,No
672,01-08-23,CUST672,Female,34,Beauty,Mobile Payment,Los Angeles,Department Store,2,50,100,Completed,No
949,02-08-23,CUST949,Female,41,Electronics,Credit Card,Los Angeles,Specialty Store,2,25,50,Completed,No
27,03-08-23,CUST027,Female,38,Beauty,Debit Card,Dallas,Warehouse Club,2,25,50,Completed,No
347,03-08-23,CUST347,Male,42,Electronics,Debit Card,Miami,Convenience Store,1,25,25,Completed,No
687,03-08-23,CUST687,Female,53,Electronics,Cash,Miami,Pharmacy,1,300,300,Completed,No
549,04-08-23,CUST549,Female,50,Beauty,Cash,Atlanta,Supermarket,2,50,100,Completed,No
730,04-08-23,CUST730,Female,36,Clothing,Cash,Atlanta,Warehouse Club,2,25,50,Pending,No
675,04-08-23,CUST675,Female,45,Clothing,Credit Card,Chicago,Supermarket,2,30,60,Pending,No
798,04-08-23,CUST798,Male,61,Clothing,Debit Card,San Francisco,Pharmacy,1,50,50,Pending,No
140,05-08-23,CUST140,Male,38,Electronics,Credit Card,Dallas,Specialty Store,1,30,30,Completed,No
261,05-08-23,CUST261,Male,21,Clothing,Debit Card,Dallas,Convenience Store,2,25,50,Pending,No
308,05-08-23,CUST308,Female,34,Beauty,Debit Card,Miami,Pharmacy,4,300,1200,Completed,Yes
13,05-08-23,CUST013,Male,22,Electronics,Debit Card,New York,Pharmacy,3,500,1500,Completed,Yes
35,05-08-23,CUST035,Female,58,Beauty,Credit Card,San Francisco,Supermarket,3,300,900,Completed,Yes
206,05-08-23,CUST206,Male,61,Clothing,Mobile Payment,San Francisco,Specialty Store,1,25,25,Pending,No
279,05-08-23,CUST279,Male,50,Clothing,Debit Card,San Francisco,Pharmacy,1,500,500,Pending,No
418,05-08-23,CUST418,Female,60,Electronics,Credit Card,San Francisco,Supermarket,2,500,1000,Completed,Yes
875,06-08-23,CUST875,Female,51,Electronics,Mobile Payment,Chicago,Department Store,4,500,2000,Completed,Yes
612,06-08-23,CUST612,Female,61,Electronics,Debit Card,San Francisco,Warehouse Club,1,500,500,Completed,No
430,07-08-23,CUST430,Female,43,Electronics,Debit Card,Boston,Warehouse Club,3,300,900,Completed,Yes
633,07-08-23,CUST633,Male,39,Beauty,Cash,San Francisco,Specialty Store,4,30,120,Completed,No
790,08-08-23,CUST790,Male,62,Clothing,Cash,Boston,Warehouse Club,1,25,25,Pending,No
960,08-08-23,CUST960,Male,59,Clothing,Credit Card,Houston,Convenience Store,2,30,60,Pending,No
125,08-08-23,CUST125,Male,48,Clothing,Debit Card,Miami,Supermarket,2,50,100,Pending,No
716,08-08-23,CUST716,Female,60,Clothing,Cash,San Francisco,Warehouse Club,4,300,1200,Pending,Yes
259,09-08-23,CUST259,Female,45,Clothing,Credit Card,Atlanta,Department Store,4,50,200,Pending,No
563,09-08-23,CUST563,Male,20,Clothing,Mobile Payment,Atlanta,Supermarket,2,30,60,Pending,No
443,09-08-23,CUST443,Male,29,Clothing,Credit Card,Houston,Warehouse Club,2,300,600,Pending,Yes
529,09-08-23,CUST529,Female,35,Clothing,Mobile Payment,Houston,Convenience Store,3,50,150,Pending,No
801,10-08-23,CUST801,Male,21,Clothing,Credit Card,Boston,Supermarket,4,50,200,Pending,No
807,11-08-23,CUST807,Female,50,Electronics,Mobile Payment,Dallas,Specialty Store,4,50,200,Completed,No
508,11-08-23,CUST508,Male,58,Beauty,Cash,Los Angeles,Specialty Store,2,300,600,Completed,Yes
160,11-08-23,CUST160,Female,43,Clothing,Mobile Payment,Miami,Warehouse Club,2,50,100,Pending,No
816,12-08-23,CUST816,Male,47,Beauty,Cash,Boston,Specialty Store,2,500,1000,Completed,Yes
511,12-08-23,CUST511,Male,45,Beauty,Cash,Chicago,Supermarket,2,50,100,Completed,No
695,12-08-23,CUST695,Female,22,Electronics,Credit Card,Miami,Convenience Store,3,50,150,Completed,No
521,12-08-23,CUST521,Female,47,Clothing,Debit Card,San Francisco,Department Store,4,30,120,Pending,No
217,13-08-23,CUST217,Female,35,Electronics,Mobile Payment,Dallas,Pharmacy,4,50,200,Completed,No
384,13-08-23,CUST384,Male,55,Clothing,Credit Card,Seattle,Convenience Store,1,500,500,Pending,No
648,14-08-23,CUST648,Male,53,Beauty,Debit Card,Boston,Specialty Store,4,300,1200,Completed,Yes
926,14-08-23,CUST926,Male,22,Electronics,Mobile Payment,Dallas,Convenience Store,1,30,30,Completed,No
427,15-08-23,CUST427,Male,25,Electronics,Debit Card,Atlanta,Specialty Store,1,25,25,Completed,No
569,15-08-23,CUST569,Male,52,Electronics,Cash,Dallas,Warehouse Club,4,50,200,Completed,No
570,15-08-23,CUST570,Male,49,Clothing,Mobile Payment,Dallas,Department Store,1,500,500,Pending,No
285,15-08-23,CUST285,Female,31,Electronics,Mobile Payment,Los Angeles,Pharmacy,1,25,25,Completed,No
957,15-08-23,CUST957,Female,60,Electronics,Debit Card,Los Angeles,Convenience Store,4,30,120,Completed,No
630,15-08-23,CUST630,Male,42,Clothing,Cash,San Francisco,Supermarket,2,50,100,Pending,No
635,17-08-23,CUST635,Female,63,Electronics,Mobile Payment,Seattle,Convenience Store,3,300,900,Completed,Yes
277,18-08-23,CUST277,Male,36,Clothing,Cash,Chicago,Convenience Store,4,25,100,Pending,No
859,18-08-23,CUST859,Female,56,Electronics,Credit Card,New York,Specialty Store,3,500,1500,Completed,Yes
29,18-08-23,CUST029,Female,42,Electronics,Credit Card,San Francisco,Specialty Store,1,30,30,Completed,No
823,19-08-23,CUST823,Female,56,Electronics,Debit Card,Los Angeles,Supermarket,2,50,100,Completed,No
981,19-08-23,CUST981,Female,30,Electronics,Debit Card,Los Angeles,Department Store,2,30,60,Completed,No
638,19-08-23,CUST638,Male,46,Electronics,Credit Card,San Francisco,Supermarket,1,500,500,Completed,No
956,19-08-23,CUST956,Male,30,Clothing,Cash,Seattle,Warehouse Club,3,500,1500,Pending,Yes
219,20-08-23,CUST219,Female,53,Electronics,Credit Card,Los Angeles,Department Store,3,30,90,Completed,No
725,21-08-23,CUST725,Male,61,Electronics,Credit Card,Boston,Convenience Store,1,300,300,Completed,No
73,21-08-23,CUST073,Male,29,Electronics,Mobile Payment,Los Angeles,Specialty Store,3,30,90,Completed,No
162,21-08-23,CUST162,Male,39,Clothing,Mobile Payment,Miami,Specialty Store,2,30,60,Pending,No
992,21-08-23,CUST992,Female,57,Electronics,Cash,Miami,Warehouse Club,2,30,60,Completed,No
880,21-08-23,CUST880,Male,22,Beauty,Cash,New York,Convenience Store,2,500,1000,Completed,Yes
306,21-08-23,CUST306,Male,54,Electronics,Mobile Payment,Seattle,Supermarket,1,50,50,Completed,No
597,22-08-23,CUST597,Male,22,Beauty,Mobile Payment,Chicago,Specialty Store,4,300,1200,Completed,Yes
622,22-08-23,CUST622,Female,49,Beauty,Cash,Los Angeles,Warehouse Club,3,25,75,Completed,No
116,23-08-23,CUST116,Female,23,Clothing,Cash,San Francisco,Pharmacy,1,30,30,Pending,No
368,23-08-23,CUST368,Female,56,Clothing,Cash,San Francisco,Supermarket,5,300,1500,Pending,Yes
364,23-08-23,CUST364,Female,19,Beauty,Credit Card,Seattle,Convenience Store,1,500,500,Completed,No
479,24-08-23,CUST479,Male,52,Electronics,Debit Card,Chicago,Department Store,4,300,1200,Completed,Yes
804,24-08-23,CUST804,Male,42,Electronics,Mobile Payment,Dallas,Specialty Store,1,30,30,Completed,No
50,24-08-23,CUST050,Female,27,Beauty,Cash,Houston,Warehouse Club,3,25,75,Completed,No
282,25-08-23,CUST282,Female,64,Electronics,Mobile Payment,Dallas,Department Store,4,50,200,Completed,No
718,25-08-23,CUST718,Female,59,Beauty,Cash,Dallas,Convenience Store,3,25,75,Completed,No
92,25-08-23,CUST092,Female,51,Electronics,Credit Card,Miami,Convenience Store,4,30,120,Completed,No
617,26-08-23,CUST617,Male,34,Electronics,Credit Card,Atlanta,Pharmacy,1,30,30,Completed,No
825,26-08-23,CUST825,Female,46,Beauty,Debit Card,Miami,Pharmacy,1,25,25,Completed,No
624,26-08-23,CUST624,Female,34,Beauty,Mobile Payment,Seattle,Specialty Store,3,300,900,Completed,Yes
568,27-08-23,CUST568,Female,51,Electronics,Cash,Atlanta,Supermarket,1,300,300,Completed,No
756,27-08-23,CUST756,Female,62,Electronics,Credit Card,Boston,Pharmacy,4,300,1200,Completed,Yes
815,27-08-23,CUST815,Female,51,Clothing,Debit Card,Dallas,Pharmacy,3,25,75,Pending,No
671,27-08-23,CUST671,Male,62,Electronics,Credit Card,San Francisco,Specialty Store,3,50,150,Completed,No
704,28-08-23,CUST704,Female,62,Clothing,Credit Card,Houston,Convenience Store,3,30,90,Pending,No
263,28-08-23,CUST263,Male,23,Beauty,Credit Card,Los Angeles,Supermarket,2,30,60,Completed,No
146,28-08-23,CUST146,Male,38,Clothing,Mobile Payment,Seattle,Convenience Store,4,50,200,Pending,No
476,29-08-23,CUST476,Female,27,Clothing,Mobile Payment,Atlanta,Convenience Store,4,500,2000,Pending,Yes
733,29-08-23,CUST733,Male,34,Beauty,Cash,Los Angeles,Pharmacy,1,30,30,Completed,No
984,29-08-23,CUST984,Male,56,Clothing,Debit Card,San Francisco,Specialty Store,1,500,500,Pending,No
924,29-08-23,CUST924,Male,55,Beauty,Credit Card,Seattle,Supermarket,2,50,100,Completed,No
871,31-08-23,CUST871,Male,62,Beauty,Credit Card,Chicago,Convenience Store,2,30,60,Completed,No
253,31-08-23,CUST253,Female,53,Clothing,Debit Card,San Francisco,Warehouse Club,4,500,2000,Pending,Yes
751,31-08-23,CUST751,Female,42,Clothing,Debit Card,San Francisco,Pharmacy,2,25,50,Pending,No
251,31-08-23,CUST251,Female,57,Beauty,Credit Card,Seattle,Supermarket,4,50,200,Completed,No
574,31-08-23,CUST574,Female,63,Electronics,Debit Card,Seattle,Specialty Store,2,25,50,Completed,No
637,01-09-23,CUST637,Male,43,Clothing,Credit Card,Houston,Specialty Store,2,300,600,Pending,Yes
855,01-09-23,CUST855,Male,54,Beauty,Credit Card,Houston,Warehouse Club,1,25,25,Completed,No
200,01-09-23,CUST200,Male,27,Beauty,Cash,Miami,Pharmacy,3,50,150,Completed,No
594,01-09-23,CUST594,Female,19,Electronics,Cash,San Francisco,Specialty Store,2,300,600,Completed,Yes
325,02-09-23,CUST325,Female,52,Electronics,Cash,Chicago,Warehouse Club,2,25,50,Completed,No
682,02-09-23,CUST682,Male,46,Beauty,Debit Card,Chicago,Pharmacy,4,300,1200,Completed,Yes
931,02-09-23,CUST931,Male,30,Beauty,Credit Card,Chicago,Specialty Store,4,30,120,Completed,No
925,03-09-23,CUST925,Male,25,Electronics,Credit Card,Dallas,Pharmacy,1,300,300,Completed,No
297,04-09-23,CUST297,Female,40,Electronics,Debit Card,Los Angeles,Convenience Store,2,500,1000,Completed,Yes
894,05-09-23,CUST894,Male,52,Electronics,Mobile Payment,New York,Convenience Store,1,30,30,Completed,No
814,05-09-23,CUST814,Female,59,Clothing,Mobile Payment,San Francisco,Pharmacy,1,500,500,Pending,No
194,06-09-23,CUST194,Male,55,Clothing,Debit Card,Boston,Department Store,4,50,200,Pending,No
296,06-09-23,CUST296,Female,22,Clothing,Credit Card,Dallas,Pharmacy,4,300,1200,Pending,Yes
696,06-09-23,CUST696,Female,50,Clothing,Cash,Dallas,Department Store,4,50,200,Pending,No
245,06-09-23,CUST245,Male,47,Clothing,Debit Card,Los Angeles,Supermarket,3,30,90,Pending,No
644,06-09-23,CUST644,Male,23,Beauty,Debit Card,New York,Pharmacy,3,25,75,Completed,No
835,07-09-23,CUST835,Male,37,Clothing,Cash,Boston,Pharmacy,4,50,200,Pending,No
692,07-09-23,CUST692,Female,64,Clothing,Credit Card,Chicago,Warehouse Club,2,50,100,Pending,No
312,07-09-23,CUST312,Male,41,Clothing,Debit Card,New York,Department Store,4,30,120,Pending,No
851,08-09-23,CUST851,Male,32,Electronics,Cash,Chicago,Warehouse Club,2,25,50,Completed,No
413,08-09-23,CUST413,Female,44,Beauty,Credit Card,Los Angeles,Specialty Store,3,25,75,Completed,No
183,08-09-23,CUST183,Female,43,Beauty,Credit Card,New York,Supermarket,3,300,900,Completed,Yes
799,08-09-23,CUST799,Male,56,Electronics,Cash,San Francisco,Specialty Store,2,50,100,Completed,No
858,09-09-23,CUST858,Male,23,Electronics,Mobile Payment,Dallas,Supermarket,2,50,100,Completed,No
919,09-09-23,CUST919,Female,22,Beauty,Cash,New York,Warehouse Club,2,25,50,Completed,No
935,09-09-23,CUST935,Female,34,Beauty,Mobile Payment,San Francisco,Warehouse Club,1,50,50,Completed,No
132,10-09-23,CUST132,Male,42,Electronics,Mobile Payment,Boston,Department Store,4,50,200,Completed,No
604,11-09-23,CUST604,Female,29,Electronics,Cash,Atlanta,Convenience Store,4,50,200,Completed,No
832,11-09-23,CUST832,Male,47,Beauty,Credit Card,Dallas,Specialty Store,4,500,2000,Completed,Yes
113,13-09-23,CUST113,Female,41,Electronics,Cash,Atlanta,Pharmacy,2,25,50,Completed,No
165,14-09-23,CUST165,Female,60,Clothing,Cash,Los Angeles,Department Store,4,300,1200,Pending,Yes
326,15-09-23,CUST326,Female,18,Clothing,Debit Card,Miami,Warehouse Club,3,25,75,Pending,No
632,16-09-23,CUST632,Female,26,Electronics,Mobile Payment,Dallas,Pharmacy,4,25,100,Completed,No
19,16-09-23,CUST019,Female,62,Clothing,Mobile Payment,New York,Warehouse Club,2,25,50,Pending,No
412,16-09-23,CUST412,Female,19,Electronics,Mobile Payment,New York,Specialty Store,4,500,2000,Completed,Yes
167,17-09-23,CUST167,Female,43,Clothing,Cash,Dallas,Department Store,3,50,150,Pending,No
172,17-09-23,CUST172,Male,32,Beauty,Mobile Payment,Los Angeles,Warehouse Club,2,25,50,Completed,No
375,17-09-23,CUST375,Male,32,Clothing,Credit Card,Miami,Pharmacy,1,50,50,Pending,No
794,17-09-23,CUST794,Female,60,Beauty,Mobile Payment,Miami,Specialty Store,1,300,300,Completed,No
538,17-09-23,CUST538,Male,18,Clothing,Mobile Payment,New York,Warehouse Club,3,50,150,Pending,No
330,18-09-23,CUST330,Female,25,Beauty,Debit Card,Atlanta,Pharmacy,4,50,200,Completed,No
494,18-09-23,CUST494,Female,42,Beauty,Credit Card,Los Angeles,Supermarket,4,50,200,Completed,No
131,18-09-23,CUST131,Female,21,Beauty,Credit Card,Miami,Supermarket,2,300,600,Completed,Yes
513,19-09-23,CUST513,Male,24,Electronics,Mobile Payment,Atlanta,Convenience Store,4,25,100,Completed,No
573,19-09-23,CUST573,Male,49,Beauty,Credit Card,Chicago,Warehouse Club,2,30,60,Completed,No
579,21-09-23,CUST579,Female,38,Electronics,Mobile Payment,Chicago,Supermarket,1,30,30,Completed,No
241,21-09-23,CUST241,Female,23,Electronics,Cash,Dallas,Department Store,3,25,75,Completed,No
218,22-09-23,CUST218,Male,64,Beauty,Cash,Boston,Department Store,3,30,90,Completed,No
846,22-09-23,CUST846,Male,42,Beauty,Credit Card,New York,Pharmacy,1,50,50,Completed,No
616,23-09-23,CUST616,Male,41,Clothing,Credit Card,San Francisco,Warehouse Club,2,50,100,Pending,No
643,24-09-23,CUST643,Female,28,Electronics,Credit Card,Houston,Warehouse Club,3,30,90,Completed,No
523,24-09-23,CUST523,Female,62,Electronics,Credit Card,Seattle,Supermarket,1,300,300,Completed,No
809,25-09-23,CUST809,Female,62,Beauty,Cash,Houston,Convenience Store,2,50,100,Completed,No
351,25-09-23,CUST351,Female,56,Clothing,Credit Card,Miami,Department Store,3,30,90,Pending,No
954,25-09-23,CUST954,Female,50,Electronics,Mobile Payment,San Francisco,Convenience Store,3,300,900,Completed,Yes
897,26-09-23,CUST897,Female,64,Electronics,Cash,New York,Department Store,2,50,100,Completed,No
147,28-09-23,CUST147,Male,23,Electronics,Debit Card,Miami,Pharmacy,1,300,300,Completed,No
390,28-09-23,CUST390,Male,39,Electronics,Debit Card,Miami,Specialty Store,2,50,100,Completed,No
204,28-09-23,CUST204,Male,39,Beauty,Credit Card,Seattle,Warehouse Club,1,25,25,Completed,No
179,29-09-23,CUST179,Male,31,Electronics,Debit Card,Chicago,Specialty Store,1,300,300,Completed,No
327,29-09-23,CUST327,Male,57,Electronics,Mobile Payment,Chicago,Pharmacy,3,50,150,Completed,No
626,29-09-23,CUST626,Female,26,Clothing,Mobile Payment,Chicago,Specialty Store,4,500,2000,Pending,Yes
873,29-09-23,CUST873,Female,27,Electronics,Debit Card,San Francisco,Pharmacy,4,25,100,Completed,No
196,30-09-23,CUST196,Female,32,Clothing,Mobile Payment,Miami,Supermarket,3,300,900,Pending,Yes
789,30-09-23,CUST789,Female,61,Clothing,Cash,Seattle,Warehouse Club,4,500,2000,Pending,Yes
909,01-10-23,CUST909,Male,26,Electronics,Cash,Chicago,Warehouse Club,1,300,300,Completed,No
707,01-10-23,CUST707,Female,26,Clothing,Mobile Payment,Miami,Convenience Store,1,500,500,Pending,No
89,01-10-23,CUST089,Female,55,Electronics,Cash,Seattle,Department Store,4,500,2000,Completed,Yes
276,02-10-23,CUST276,Female,21,Beauty,Cash,Dallas,Pharmacy,6,25,150,Completed,No
889,02-10-23,CUST889,Female,35,Electronics,Debit Card,Houston,Pharmacy,1,50,50,Completed,No
154,02-10-23,CUST154,Male,51,Electronics,Cash,New York,Pharmacy,3,300,900,Completed,Yes
51,02-10-23,CUST051,Male,27,Beauty,Mobile Payment,San Francisco,Supermarket,3,25,75,Completed,No
497,02-10-23,CUST497,Male,41,Clothing,Debit Card,San Francisco,Convenience Store,4,30,120,Pending,No
373,03-10-23,CUST373,Female,25,Beauty,Cash,Boston,Pharmacy,2,300,600,Completed,Yes
524,03-10-23,CUST524,Male,46,Beauty,Credit Card,Boston,Warehouse Club,4,300,1200,Completed,Yes
813,03-10-23,CUST813,Male,52,Electronics,Debit Card,Boston,Warehouse Club,3,50,150,Completed,No
122,03-10-23,CUST122,Male,64,Electronics,Debit Card,Los Angeles,Convenience Store,4,30,120,Completed,No
688,03-10-23,CUST688,Male,56,Clothing,Cash,San Francisco,Pharmacy,4,25,100,Pending,No
178,04-10-23,CUST178,Male,40,Clothing,Credit Card,Chicago,Pharmacy,2,30,60,Pending,No
208,04-10-23,CUST208,Female,34,Electronics,Mobile Payment,Chicago,Supermarket,4,50,200,Completed,No
656,04-10-23,CUST656,Male,29,Beauty,Mobile Payment,Chicago,Supermarket,3,30,90,Completed,No
247,04-10-23,CUST247,Male,41,Electronics,Mobile Payment,Miami,Department Store,2,30,60,Completed,No
290,04-10-23,CUST290,Female,30,Beauty,Debit Card,Miami,Specialty Store,2,300,600,Completed,Yes
735,04-10-23,CUST735,Female,64,Clothing,Mobile Payment,Seattle,Supermarket,4,500,2000,Pending,Yes
319,05-10-23,CUST319,Male,31,Clothing,Mobile Payment,Houston,Supermarket,1,500,500,Pending,No
670,05-10-23,CUST670,Male,27,Beauty,Debit Card,Los Angeles,Department Store,1,30,30,Completed,No
385,06-10-23,CUST385,Male,50,Electronics,Credit Card,Houston,Convenience Store,3,500,1500,Completed,Yes
10,07-10-23,CUST010,Female,52,Clothing,Mobile Payment,Boston,Convenience Store,10,50,500,Pending,No
689,07-10-23,CUST689,Male,57,Electronics,Cash,Boston,Warehouse Club,2,50,100,Completed,No
437,07-10-23,CUST437,Female,35,Electronics,Debit Card,Miami,Department Store,4,300,1200,Completed,Yes
26,07-10-23,CUST026,Female,28,Electronics,Credit Card,New York,Convenience Store,2,500,1000,Completed,Yes
634,08-10-23,CUST634,Male,60,Electronics,Cash,Houston,Convenience Store,4,500,2000,Completed,Yes
558,08-10-23,CUST558,Female,41,Clothing,Cash,San Francisco,Pharmacy,1,25,25,Pending,No
876,09-10-23,CUST876,Male,43,Clothing,Debit Card,Atlanta,Convenience Store,4,30,120,Pending,No
201,09-10-23,CUST201,Male,56,Electronics,Debit Card,Boston,Department Store,1,25,25,Completed,No
286,09-10-23,CUST286,Male,55,Electronics,Debit Card,Miami,Supermarket,2,25,50,Completed,No
428,10-10-23,CUST428,Female,40,Electronics,Debit Card,Boston,Specialty Store,4,50,200,Completed,No
55,10-10-23,CUST055,Male,31,Beauty,Debit Card,Los Angeles,Specialty Store,4,30,120,Completed,No
441,10-10-23,CUST441,Male,57,Beauty,Debit Card,San Francisco,Convenience Store,4,300,1200,Completed,Yes
976,10-10-23,CUST976,Female,48,Beauty,Debit Card,Seattle,Pharmacy,2,300,600,Completed,Yes
546,11-10-23,CUST546,Female,36,Electronics,Credit Card,Atlanta,Supermarket,4,50,200,Completed,No
149,11-10-23,CUST149,Male,22,Clothing,Debit Card,Chicago,Department Store,3,25,75,Pending,No
401,11-10-23,CUST401,Female,62,Clothing,Credit Card,Houston,Supermarket,1,300,300,Pending,No
872,11-10-23,CUST872,Female,63,Beauty,Debit Card,Miami,Warehouse Club,9,25,225,Completed,No
914,11-10-23,CUST914,Female,59,Electronics,Cash,Miami,Specialty Store,1,500,500,Completed,No
393,11-10-23,CUST393,Female,22,Beauty,Mobile Payment,San Francisco,Department Store,2,500,1000,Completed,Yes
227,11-10-23,CUST227,Male,36,Electronics,Debit Card,Seattle,Warehouse Club,2,50,100,Completed,No
310,12-10-23,CUST310,Female,28,Beauty,Mobile Payment,Chicago,Warehouse Club,1,25,25,Completed,No
852,12-10-23,CUST852,Female,41,Clothing,Debit Card,Miami,Pharmacy,1,300,300,Pending,No
844,12-10-23,CUST844,Male,35,Clothing,Credit Card,Seattle,Supermarket,3,50,150,Pending,No
948,13-10-23,CUST948,Female,23,Electronics,Cash,Los Angeles,Supermarket,3,25,75,Completed,No
